candidate_id,Start time,End time,Email address,I confirm that I have read the above information and acknowledge it.,"Do you consent to the processing of personal data regarding your email address for the purpose of carrying out the research project titled ""XPM: eXplainable Predictive Maintenance"" and archiving, in accordance with the European Parliament and Council Regulation (EU) 2016/679 of April 27, 2016 (General Data Protection Regulation) and in accordance with the information clause attached to your consent?",Do you consent to participate in the survey?,How would you rate your knowledge about wild edible and poisonous mushrooms?,How do you primarily recognize wild edible mushrooms?,How can you mainly recognize wild poisonous or inedible mushrooms?  ,Where does your knowledge about wild mushrooms come from?  ,Do you ever collect wild mushrooms?,I do not have objections to:,"What are your skills in data visualization, such as creating charts, infographics, etc.? (Select up to two answers).",How do you rate your skills in data analysis?  ,Where do you have your skills in data visualization from?  ,What features should a well-made data visualization have in your opinion?,"Based on the chart, are you able to determine the features that most often appear on its right side and suggest a strong influence on classifying the mushroom as poisonous? Please respond and provide these features.  ","Looking at the following visualization, are you able to determine which changes in characteristics, according to the counterfactual analysis, have the greatest impact on changing the classification of a mushroom from poisonous to edible or vice versa? Please answer by describing these changes.",Provide the name(s) of the study program(s) you are currently enrolled in:,"Do you consent to participate in testing XAI techniques? You can withdraw later if you change your mind. The research will be conducted from December 19, 2023, to February 25, 2024, at the Faculty of Management and Social Communication at Jagiellonian University, in the Institute of Information Studies at Jagiellonian University. If you give preliminary consent, we will ask you to provide a contact email address to which we will send a form for scheduling a specific date and time for the study. Participants in the qualitative research will receive gifts.",participant_id,comment
123,2.3.24 19:09:10,2.3.24 19:28:31,anonymous,I confirm.,I do not consent..,Yes.,Low.  ,I don't know.,"I don't know exactly, but they have a different shape on the underside of the cap.  ","From school, elementary school.  ","No, never.  ",Eatinging mushrooms picked by a family member or close friend.;Eatinging mushrooms bought in a store.;,I cannot create visualizations.;I cannot interpret visualizations.;,Average.  ,I don't have such skills.;  ,"it should be readable, minimalist, muted colors, simple font, rounding of numbers (so that they are easier to remember), possible illustrative pictures  ","height of the stem, changes color or...lacks milk and changes color or...exudes milk, gill density, cap diameter, stem width  ","The way the gills attach -> attached, stem width, base of the stem, surface of the stem, hymenophore type.  ",Spanish Philology  ,No.,,
124,2.3.24 19:27:09,2.3.24 19:37:08,anonymous,I confirm.,I consent.,Yes.,Definitely low.  ,"By appearance, i.e., color and shape of the mushroom.","In general, bright colors may indicate danger, but the appearance and shape of the mushroom can also give us that information.  ",Only from hearing old people talk about mushroom picking and cooking.  ,"No, never.  ",Eatinging mushrooms offered to me by a stranger.;Eatinging mushrooms that I have picked myself.;Eatinging mushrooms picked by a family member or close friend.;,I can interpret advanced visualizations.;I can create simple visualizations.;,Average.  ,Work; Studies;  ,"It should be transparent, containing headers and legends/labels  ","Numbers 1,2, 3, 4, 5, 6, 7, 8, 18 counting from the top  ",I am unable to determine.  ,Applied Informatics second degree  ,Yes.,,
125,2.4.24 12:02:45,2.4.24 12:11:43,anonymous,I confirm.,I consent.,Yes.,High.  ,"By the fact that they have a ""sponge"" under the cap instead of gills.",They have gills under the cap.  ,"As a child, I often went mushroom picking with my parents.  ","Yes, rarely.  ",Eatinging mushrooms bought at the market or roadside stand.;Eatinging mushrooms bought in a store.;Eatinging mushrooms picked by a family member or close friend.;,I can create simple visualizations.;I can interpret advanced visualizations.;,Average.  ,Studies;  ,transparency  ,average  ,Gills and base of the stem.  ,Applied Informatics Jagiellonian University  ,No.,,
126,2.4.24 12:34:04,2.4.24 12:43:46,anonymous,I confirm.,I consent.,Yes.,Average.  ,A mesh under the cap.,Gills under the cap.  ,From a mushroom guide.  ,"No, never.  ",Eatinging mushrooms bought in a store.;Eatinging mushrooms picked by a family member or close friend.;Eatinging mushrooms that I have picked myself.;,I can interpret advanced visualizations.;I can create simple visualizations.;,High.  ,Studies;  ,"supporting the thesis, clear data to interpret  ","Height of the stem, small cap diameter. The chart doesn’t have a label  ",No.  ,Applied Informatics  ,No.,,
128,2.5.24 8:33:19,2.5.24 8:39:53,anonymous,I confirm.,I consent.,Yes.,High.  ,"By the ""sponge"" on the underside.","By the ""gills"" on the underside and the coloring.  ","Passed down from parents and grandparents, found on the internet.  ","Yes, rarely.  ",Eatinging mushrooms bought in a store.;Eatinging mushrooms picked by a family member or close friend.;Eatinging mushrooms that I have picked myself.;,I can interpret advanced visualizations.;I can create simple visualizations.;,Average.  ,Studies; Self-study;  ,"Present data in a clear, honest way, without distortion or manipulation  ","Tall stem, smaller cap, and narrow stem  ",Poisonous mushrooms have attached gills and a shiny stem.  ,Applied Informatics  ,Yes.,,
129,2.5.24 9:28:44,2.5.24 9:40:40,anonymous,I confirm.,I consent.,Yes.,Average.  ,By the sponge on the underside of the mushroom cap.,By the gills on the lower part of the mushroom's cap.  ,From parents and a mushroom guide.  ,"Yes, rarely.  ",Eatinging mushrooms bought in a store.;Eatinging mushrooms picked by a family member or close friend.;Eatinging mushrooms that I have picked myself.;,I can create advanced visualizations.;I can interpret advanced visualizations.;,High.  ,Studies; Courses; Work;  ,Readable graphic with an understandable description  ,"Cap diameter, height of the stem, width of the stem  ","The way the gills attach to the stem, base of the stem, hymenophore type, stem width, surface of the stem, base of the stem.  ",Computer Game Informatics  ,Yes.,,
131,2.5.24 13:52:03,2.5.24 14:20:17,anonymous,I confirm.,I do not consent..,Yes.,Average.  ,"By the underside of the mushroom, most often in the form of a ""sponge""; this does not apply to chanterelles, which simply have to be recognized visually.","They have gills undernEatingh, and most mushrooms with an unpleasant smell are poisonous (and usually more colorful).  ","Mainly from oral transmission, learned in childhood from my grandparents’ generation.  ","Yes, rarely.  ",Eatinging mushrooms bought in a store.;Eatinging mushrooms picked by a family member or close friend.;Eatinging mushrooms that I have picked myself.;Eatinging mushrooms bought at the market or roadside stand.;,I can interpret simple visualizations.;I can create simple visualizations.;,Average.  ,I am a capable self-learner;  ,"Transparency, specificity, full range of data  ",Height and width of the segment. Smaller cap diameter. Color change or milk exudation in reaction to damage (only poisonous mushrooms)  ,"The way the gills attach to the stem (attached means edible mushrooms), stem width up to 40.9 mm (the wider the stem, the more likely the mushroom is edible), similarly with the bulbous base of the stem. A shiny surface of the stem characterizes edible mushrooms. Edible mushrooms are also characterized by the absence of a veil on the hymenophore.  ",Philosophy  ,Yes.,,
132,2.5.24 16:27:20,2.5.24 16:34:46,anonymous,I confirm.,I consent.,Yes.,Definitely low.  ,I can't recognize them.,I can't recognize that.  ,I don’t have that knowledge.  ,"No, never.  ",Eatinging mushrooms bought in a store.;,I can interpret simple visualizations.;I can create simple visualizations.;,Average.  ,Work;  ,"Good description/legend, well-chosen color scheme, interestingly presented data  ","Height of the stem, width of the stem, stem diameter  ","Stem width, base of the stem, surface.  ",IGK  ,Yes.,,
134,2.6.24 13:55:00,2.6.24 13:59:40,anonymous,I confirm.,I consent.,Yes.,I have no knowledge on this subject.  ,I don't know.,I don't know.  ,I don’t have that knowledge.  ,"No, never.  ",I don't want to answer.;,I can create simple visualizations.;I can interpret simple visualizations.;,Average.  ,Studies;  ,It should be transparent and explain all the presented data.  ,"No, because the bottom is cut off, and I can’t read what the scale at the bottom represents.  ","Unfortunately, no.  ",Applied Informatics  ,No.,,
135,2.6.24 17:42:50,2.6.24 17:52:26,anonymous,I confirm.,I consent.,Yes.,Low.  ,"""Sponge-like"" underside of the cap, stem.","Gills, it looks too nice to be edible.  ","Experience with mushroom picking, a close person, a paper guide.  ","Yes, rarely.  ",Eatinging mushrooms bought in a store.;Eatinging mushrooms bought at the market or roadside stand.;Eatinging mushrooms picked by a family member or close friend.;,I can create simple visualizations.;I can interpret advanced visualizations.;,High.  ,Studies;  ,clean appearance and only necessary information  ,"Height of the stem primarily, but also cap diameter and stem width  ","Attached gills to the stem, but primarily the width and appearance of the stem.  ",Sociology  ,Yes.,,
137,2.15.24 15:53:29,2.15.24 16:00:07,anonymous,I confirm.,I consent.,Yes.,Average.  ,"Generalizing → flesh is edible, gills are inedible. But there are exceptions, such as parasol mushrooms and russulas (common names).","Avoid gills, except for, e.g., chanterelles.  ","Mainly from parents and friends, I come from a village.  ","Yes, rarely.  ",Eatinging mushrooms picked by a family member or close friend.;Eatinging mushrooms that I have picked myself.;Eatinging mushrooms bought in a store.;,I can create simple visualizations.;I can interpret simple visualizations.;,High.  ,Studies; Work;  ,"Transparent, readable, valuable  ","1. Height of the stem, 2. Width of the stem, 3. Cap diameter  ","Stem width, as in this case, the value ""value"" changed the most.  ",Information Management  ,No.,,
138,2.17.24 8:09:49,2.17.24 8:18:15,anonymous,I confirm.,I consent.,Yes.,Low.  ,A sponge-like texture under the cap.,They have gills under the cap.  ,From older people in the family.  ,"No, never.  ",Eatinging mushrooms bought in a store.;Eatinging mushrooms picked by a family member or close friend.;,I can create simple visualizations.;I can interpret advanced visualizations.;,Average.  ,Studies;  ,"Readability, appropriate visualization for the problem  ","height-stem-cm, width-stem-mm  ",Change in stem width to 40.9 mm.  ,Applied Informatics  ,Yes.,,
139,2.20.24 22:37:17,2.20.24 22:39:39,anonymous,I confirm.,I consent.,Yes.,Low.  ,By the sponges on the underside.,By the gills on the underside.  ,From family.  ,"No, never.  ",Eatinging mushrooms bought in a store.;Eatinging mushrooms bought at the market or roadside stand.;Eatinging mushrooms picked by a family member or close friend.;,I can create simple visualizations.;I can interpret simple visualizations.;,High.  ,Studies; Work;  ,"Clarity of message, transparency, specific information  ",No  ,Yes.  ,Information Management  ,Yes.,,
140,2.21.24 13:07:43,2.21.24 13:29:26,anonymous,I confirm.,I consent.,Yes.,Average.  ,"Cap sponge, color, overall appearance, thick stem.","Cap gills, thin stem, color.  ",From family.  ,"Yes, rarely.  ",Eatinging mushrooms bought in a store.;Eatinging mushrooms that I have picked myself.;,I can create simple visualizations.;I can interpret simple visualizations.;,Average.  ,Studies;  ,"Clear, understandable with a well-defined goal and color scheme  ","On the right side, height-stem-cm and stem-width-cm most often appear, and stem height suggests a strong influence on classifying the mushroom as poisonous  ","The way the gills attach to the stem – attached, base of the stem bulbous, hymenophore type without veil.  ",Applied Informatics  ,No.,,
141,2.21.24 19:07:20,2.21.24 19:08:25,anonymous,I confirm.,I consent.,Yes.,Average.  ,"They do not have ""gills"" under the cap, only a ""sponge.""",By the gill under the cap.  ,"From a mushroom guide and experience, sometimes I go mushroom picking.  ","Yes, rarely.  ",Eatinging mushrooms bought in a store.;Eatinging mushrooms bought at the market or roadside stand.;Eatinging mushrooms picked by a family member or close friend.;Eatinging mushrooms that I have picked myself.;,I can create simple visualizations.;I can interpret simple visualizations.;,Average.  ,Studies;  ,"Readable, simple, understandable  ",The chart isn’t very readable for me  ,"Unfortunately, I am not.  ","Information Management, Hungarian Philology  ",Yes.,,
142,2.22.24 7:17:58,2.22.24 7:27:21,anonymous,I confirm.,I consent.,Yes.,Definitely low.  ,By the cap having a sponge.,"By the cap, they have gills.  ","From parents, friends.  ","Yes, rarely.  ",Eatinging mushrooms bought in a store.;Eatinging mushrooms bought at the market or roadside stand.;Eatinging mushrooms picked by a family member or close friend.;,I can create advanced visualizations.;I can interpret advanced visualizations.;,Average.  ,Studies;  ,readable  ,height of the stem  ,No.  ,Information Management  ,Yes.,,
143,2.23.24 12:58:42,2.23.24 13:44:00,anonymous,I confirm.,I consent.,Yes.,Low.  ,"Most mushrooms that have gills on the underside of the cap are edible. However, it is safer to check in a mushroom guide whether they are listed as edible, as there are dangerous exceptions to this rule. Most often, characteristics such as color, shape, presence of gills, smell, and texture are considered.","Such mushrooms usually have warning colors and an unpleasant taste and/or smell. It is also worth checking what the underside of the cap looks like - whether there is a sponge instead of gills. However, it would be best to check in a mushroom guide or ask someone who knows about mushrooms because some edible mushrooms may also have fEatingures that are considered typical of poisonous or inedible mushrooms.  ","From a mushroom guide, from conversations with family members, and from Polish language lessons in elementary school (there was one topic about the most commonly found mushrooms in Polish forests).  ","No, never.  ",I don't want to answer.;,I can create simple visualizations.;I can interpret simple visualizations.;,Average.  ,Studies; Work; High school activities;  ,It should be adapted to the type of data it is supposed to present and to the target audience and their abilities. It should also not consist of too many elements so that the message is easy for the target audience to understand.  ,"I’m not sure if I’m reading this chart correctly. On the right side of the chart, features like stem height in centimeters, cap diameter in centimeters, and stem width in millimeters most often appear. It seems to me that according to the chart, only the height of the stem most frequently appears on the right side of the chart and suggests a strong influence on classifying the mushroom as poisonous (the value according to the color is high, and the strong extension of the line in this color to the right side indicates a strong influence).  ","It seems to me that the greatest impact on the change of a mushroom’s classification from poisonous to edible, or vice versa, is: the way the gills attach (whether they are attached), the width of the stem (if the value exceeds a certain threshold), and the texture of the stem surface (whether it is shiny).  ",Information Management  ,Yes.,,
144,2/20/24 19:04:14,2/20/24 19:23:08,anonymous,I confirm.,I consent.,Yes.,High.  ,"By the appearance of the entire fruiting body, mainly the hymenophore.","Hymenophore, smell, structure.  ","Mushroom identification course, University of Warsaw open courses, mycological literature, Fungorum index, publications on the internet.  ","Yes, often.  ",Eatinging mushrooms bought in a store.;Eatinging mushrooms bought at the market or roadside stand.;Eatinging mushrooms picked by a family member or close friend.;Eatinging mushrooms that I have picked myself.;,I can create simple visualizations.;I can interpret simple visualizations.;,Average.  ,Studies; Work;  ,Readable and simple  ,The chart suggests that stem and cap size are important. It ignores other features.  ,No. I do not understand either the question or the chart…  ,I graduated in Political Science and Journalism. I am not currently studying  ,No.,PK_DE_06,expert
145,2/22/24 12:15:51,2/22/24 12:25:22,anonymous,I confirm.,I consent.,Yes.,High.  ,"Many variables, mainly the hymenophore, discoloration, smell, environment.","Many variables, mainly hymenophore, discoloration, smell, environment.  ","Books, mycologists, internet, Facebook groups, YouTube.  ","Yes, often.  ",Eatinging mushrooms bought at the market or roadside stand.;Eatinging mushrooms picked by a family member or close friend.;Eatinging mushrooms bought in a store.;Eatinging mushrooms that I have picked myself.;,I can interpret advanced visualizations.;I can create simple visualizations.;,High.  ,Work;  ,"Simplicity, clarity of message.  ","Cap color green, method of gill attachment  ","Season, habitat, base of the stem.  ",Management  ,Yes.,PK_DE_04,expert
146,2/23/24 10:56:55,2/23/24 11:13:44,anonymous,I confirm.,I consent.,Yes.,Definitely high.  ,"Specific mushroom species are recognized by the shape and color of the fruiting bodies, their habitat, the type of hymenophore, taste, smell, and less visible fEatingures such as cap texture and stem ornamentation.","There is no one characteristic that allows for the identification of these mushrooms, but it can be assumed that mushrooms that have a very unpleasant taste and smell will not be suitable for Eatinging, at least without special preparation. Mushrooms with a very hard structure, e.g., some bracket fungi, or those with small sizes that don't allow for collection for consumption, can also be classified as inedible.  ","Mushroom guides and online guides, monographs, and other scientific publications, groups and forums on the internet, and other ways to contact experts.  ","Yes, often.  ",Eatinging mushrooms picked by a family member or close friend.;Eatinging mushrooms that I have picked myself.;Eatinging mushrooms bought at the market or roadside stand.;,I can create simple visualizations.;I can interpret simple visualizations.;,Average.  ,Studies;  ,"Transparency, no bias (e.g., marking negative features in red), clear scale marking, clearly marked data  ","Yes, stem height in centimeters, cap diameter in centimeters, and stem width in millimeters  ",I am unable to determine.  ,I graduated in Chemical Technology  ,Yes.,PK_DE_07,expert
147,2/23/24 15:55:38,2/23/24 16:43:40,anonymous,I confirm.,I consent.,Yes.,High.  ,"Identification requires a comprehensive assessment of the mushroom's structure (stem, cap, hymenophore, as well as additional elements like a ring or volva), and the habitat and fruiting season also matter. There is no universal method to identify all wild-growing species.","For identification, an overall evaluation of the mushroom's structure is necessary (stem, cap, hymenophore, or additional elements like rings or a sac). Moreover, habitat and fruiting season are also important. There is no one universal way to recognize all wild-growing species.  ",Mushroom guides and thematic groups in social media.  ,"Yes, often.  ",Eatinging mushrooms picked by a family member or close friend.;Eatinging mushrooms that I have picked myself.;,I can create simple visualizations.;I can interpret simple visualizations.;,I can't assess.  ,Studies;  ,"As transparent as possible presentation of data, with proper organization.  ",The most important seems to be stem width with the highest SHAP value. Stem height in centimeters seems to matter only when this feature has high values.  ,"Unfortunately, based on the above graphic, I am unable to determine which features affect the classification of the mushroom from poisonous to edible.  ","Completed programs: Medical Rescue, Nursing, Internal Security, currently PhD studies at SDNMiNoZ Jagiellonian University CM  ",Yes.,PK_DE_05,expert
148,2/27/24 18:36:43,2/27/24 18:49:37,anonymous,I confirm.,I consent.,Yes.,Definitely high.  ,"Each species has its own characteristics, such as smell, type of stem and its coloration, the way the hymenophore grows, and organoleptic properties.","Each species has its characteristics, such as smell, stem type and its coloring, and how the hymenophore grows.  ","I am a mycologist, guides, I read a lot, I've been interested in mushrooms since I was a child, and I am a frequent visitor to forests.  ","Yes, often.  ",Eatinging mushrooms bought in a store.;Eatinging mushrooms picked by a family member or close friend.;,I can create simple visualizations.;I can interpret simple visualizations.;,Definitely high.  ,Self-taught;  ,Should contain the most significant features. (Keys)  ,"Yes and no, because much depends on the habitat of the species. That is, humidity, sunlight, direction, vegetation in the habitat, etc.  ","Preliminarily yes, but a visual analysis of the particular fruiting body is needed.  ",I finished my education  ,Yes.,PK_DE_08,expert
149,2/28/24 16:02:43,2/28/24 16:14:53,anonymous,I confirm.,I consent.,Yes.,Definitely high.  ,"By its structure, smell, color, taste.",By its structure.  ,"Mushroom guides, the internet.  ","Yes, often.  ",Eatinging mushrooms that I have picked myself.;Eatinging mushrooms bought in a store.;Eatinging mushrooms bought at the market or roadside stand.;Eatinging mushrooms picked by a family member or close friend.;,I can interpret simple visualizations.;,Average.  ,Courses;  ,Be understandable  ,It is not possible to determine whether the mushroom is edible or poisonous based solely on stem height or cap diameter  ,"I don’t understand the statement “hymenophore type without a veil” – the veil is on the stem, not on the hymenophore.  ",I am after a mushroom identification course and technical studies  ,Yes.,PK_DE_03,expert
150,2/29/24 8:33:47,2/29/24 8:58:37,anonymous,I confirm.,I consent.,Yes.,High.  ,"The morphological structure of the mushroom: shape of the cap, hymenophore, and stem. Color. Whether the mushroom discolors, habitat, smell, fruiting period.","Mushroom morphological structure: shape of the cap, hymenophore, stem (pay particular attention to a possible ring, bulge at the base). Color. Whether the mushroom changes color, environment, smell, fruiting season.  ","Studies, courses, and self-education.  ","Yes, often.  ",Eatinging mushrooms that I have picked myself.;Eatinging mushrooms bought in a store.;,I can create simple visualizations.;I can interpret simple visualizations.;,High.  ,I don't want to answer.;  ,"clear, readable, adapted to the audience  ",no  ,No.  ,Biology  ,Yes.,PK_DE_09,expert
151,2/29/24 16:46:09,2/29/24 17:02:10,anonymous,I confirm.,I consent.,Yes.,High.  ,"First and foremost by their appearance, distinctive fEatingures such as cap shape, type of hymenophore, stem, etc. Once the species is identified, it can be classified as edible or not based on available information, usually from mushroom guides.","Just like with edible ones - by different fEatingures of appearance, only after identifying the species can you check if it is poisonous or inedible.","Initially, family tradition of mushroom picking, later personal experiences and learning from literature, in the field, from specialists, from courses such as mycological ones or mushroom experts.  ","Yes, often.  ",Eatinging mushrooms that I have picked myself.;Eatinging mushrooms bought in a store.;,I can create simple visualizations.;I can interpret simple visualizations.;,High.  ,Studies; Work;  ,"transparent, containing the minimum amount of data needed for a particular issue, well-described variables  ","height of the stem, width of the stem, cap diameter  ","Adding values – the way the gills attach, the type of stem base, and the absence of a veil, increasing stem width, changing the surface of the stem from smooth to shiny.  ",I am not currently studying  ,Yes.,PK_DE_10,expert
152,3/4/24 17:35:57,3/4/24 18:35:44,anonymous,I confirm.,I consent.,Yes.,High.  ,"- Mushrooms with a spongy hymenophore are generally edible, except for species with bitter flesh (which are inedible but do not cause poisoning). In the case of species with a lamellar hymenophore:
- Large fruit bodies, free white gills, a stem with a zigzag pattern, a freely movable ring, a cap with large scales, a bulbous stem base without a volva (stages) or
- Stout fruit bodies, often intensely colored, white to cream gills, mild and fragile flesh (bolete mushrooms) or
- Stout fruit bodies, mild and fragile flesh, orange-red caps with greenish discolorations, red or orange latex (milk mushrooms) or
- Stout fruit bodies, white or with distinct brown fibers on the cap, mild flesh with an almond smell, turning red or not discoloring, free gills, initially pink, later turning brown to black (common mushrooms).","One should avoid species with a lamellar hymenophore, particularly:

- Green or olive caps, attached ring, white, free gills, bulbous stem with a volva, or
- White cap, attached ring, white, free gills, bulbous stem with a volva, stem surface with a zigzag white pattern, or
- Red, orange, brown, or yellow caps with remnants of the veil (in the form of patches and ""freckles""), stem with an attached ring, white, free gills, bulbous bases of stems with remnants of the universal veil, or
- Stout fruiting bodies, brown, gray-brown, dark gills (ochre, brown), cap margin rolled under, gills descending, or
- Any mushrooms whose edibility I am not sure about.","Mycological literature, scientific services, contacts with professional mycologists.  ","Yes, often.  ",Eatinging mushrooms that I have picked myself.;,I can create simple visualizations.;I can interpret advanced visualizations.;,High.  ,Work;  ,"Exhaustive description (including axes, symbols, etc.), explanation of abbreviations.  ","Because I’ve read this, I think I know now (I didn’t have contact with this form of data presentation before): the most significant feature is ""height of the stem,"" with high values of this variable suggesting a high positive influence on the prediction and low values suggesting a high negative influence. In the case of cap diameter, the situation is reversed: high values of the variable have a moderate negative influence.  ","An example of a variable causing a change in classification is the stem width – its increase from 7 to 41 mm causes a change in the identification of the fruiting body. Based on the above graphic, it's difficult to determine if this is a sufficient change, or if the model changes classification only after the second characteristic (qualitative) change, “stem surface.” I also don’t know how the AI model handles variables that weren’t defined in the first dataset (logically, it should assume the worst possible option, i.e., values assigned to the “poisonous” category). By the way – if the features pertain to a single fruiting body, the white hymenophore and black spores are mutually exclusive :D  ",I studied Chemistry and Mathematics (but I effectively avoided Statistics)  ,Yes.,PK_DE_13,expert
153,4/10/24 11:39:55,4/10/24 12:15:56,anonymous,I confirm.,I consent.,Yes.,High.  ,"Combination of macroscopic, environmental, and microscopic fEatingures – analysis of keys","Combination of macroscopic, environmental, and microscopic characteristics – key analysis.","Literature, amateur microscopic research, field trips, internet forums.  ","Yes, often.  ",Eatinging mushrooms bought in a store.;Eatinging mushrooms picked by a family member or close friend.;Eatinging mushrooms that I have picked myself.;,I can create advanced visualizations.;I can interpret advanced visualizations.;,High.  ,Studies;  ,"transparency, unambiguity, proper description  ","The chart shows that stem length significantly affects the ""poisonous mushroom"" value. As stem length increases, the probability that the species is poisonous increases. Similarly, for cap diameter and stem width. However, diameter has the opposite effect on the probability that the mushroom is poisonous. The smaller the cap, the more likely the mushroom is poisonous.  ","If I interpret this correctly, the modification of features: the way the gills attach to the stem, the bulbous part of the stem, the shiny surface of the stem, the absence of a veil, and stem width, increases the likelihood that the given species is poisonous.  ","I am a graduate of PK in the field of Mechanics and Machine Construction and Automation and Robotics. Additionally, postgraduate studies in Cybersecurity.  ",Yes.,PK_DE_02,expert
154,4/10/24 19:34:07,4/10/24 19:48:11,anonymous,I confirm.,I consent.,Yes.,Average.  ,By type of hymenophore,"Based on the type of hymenophore (gill arrangement), there are no universal methods. In some cases, it is necessary to remove the litter and Yese a look at the spot where the stem emerges from the litter.","From textbooks, practice, and lectures.  ","Yes, rarely.  ",Eatinging mushrooms bought in a store.;Eatinging mushrooms that I have picked myself.;,I can create simple visualizations.;I can interpret simple visualizations.;,Average.  ,Work; Studies;  ,"It should be transparent and readable, axes labeled, important data should be highlighted  ","height of the stem, cap diameter, stem width, milk color  ",It doesn’t look like a visualization.  ,Horticulture  ,No.,PK_DE_12,expert
155,4/10/24 23:08:15,4/10/24 23:39:03,anonymous,I confirm.,I consent.,Yes.,High.,"Identifying wild edible mushrooms requires grEating caution and careful observation. Focus should be placed on several key aspects: Habitat, appearance of the fruiting body (cap, stem, hymenophore, flesh, ring – a band on the stem, spores). However, not all mushrooms with bright colors or unpleasant odors are poisonous. There is no universal rule that determines whether a mushroom is edible. In case of any doubts regarding the edibility of a mushroom, it is better not to collect it.","Identifying wild edible or poisonous mushrooms requires grEating caution and careful observation. Attention should be focused on several key aspects:
Habitat, appearance of the fruiting body (cap, stem, hymenophore, flesh, ring – a ring on the stem, spores).

However, not all mushrooms with bright colors or unpleasant smells are poisonous.
There is no universal rule that determines whether a mushroom is edible.
In case of any doubts about the edibility of a mushroom, it is better not to collect it.","From professional literature, from the mycologist course, from university lectures, and from numerous courses on mycology.  ","Yes, often.",Eatinging mushrooms that I have picked myself.;,I can create simple visualizations.;,High.,Work;,"A well-done data visualization is one that is transparent, effective, aesthetic, and additionally interactive, available, and contains information about the data source. Such visualization makes it easier to understand the data and draw conclusions, as well as encourages further analysis.",The first three features  ,"In my opinion, this is not a visualization.  ",I am no longer a student  ,Yes.,PK_DE_11,expert
